componente,ano4,codusu,nro_hogar,Sexo,ch06,ch07,ch08,nivel_ed,estado,cat_ocup,cat_inac,itf,ipcf,pp07h,pp03c,p47t,p21,pp03g,Edad,adulto_equiv,ad_equiv_hogar,ingreso_necesario,pobre
2.0,2005,128708,1.0,Varón,28,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,1695.0,847.5,No,...un sólo empleo/ocupación/actividad?,400.0,400.0,No,18 a 29 años,1.02,1.69,346.56829999999997,0
1.0,2005,128829,1.0,Varón,59,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,3300.0,660.0,Sí,...un sólo empleo/ocupación/actividad?,1500.0,1200.0,No,46 a 60 años,1.0,4.44,910.5108,0
2.0,2005,128829,1.0,Mujer,49,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,3300.0,660.0,,,0.0,0.0,,46 a 60 años,0.76,4.44,910.5108,0
3.0,2005,128829,1.0,Varón,25,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,3300.0,660.0,Sí,...un sólo empleo/ocupación/actividad?,800.0,500.0,No,18 a 29 años,1.02,4.44,910.5108,0
4.0,2005,128829,1.0,Mujer,24,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,3300.0,660.0,Sí,...un sólo empleo/ocupación/actividad?,1000.0,700.0,Sí,18 a 29 años,0.76,4.44,910.5108,0
5.0,2005,128829,1.0,Varón,13,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Estudiante,3300.0,660.0,,,0.0,0.0,,13 años,0.9,4.44,910.5108,0
1.0,2005,130352,1.0,Mujer,61,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Inactivo,,Jubilado/pensionado,2250.0,1125.0,,,1200.0,0.0,,61 a 75 años,0.67,1.5,307.605,0
2.0,2005,130352,1.0,Varón,72,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,2250.0,1125.0,,,1050.0,0.0,,61 a 75 años,0.83,1.5,307.605,0
1.0,2005,130654,1.0,Varón,42,Unido,No paga ni le descuentan,Sin instrucción,Ocupado,Cuenta propia,,400.0,36.36363636363637,,,200.0,200.0,No,30 a 45 años,1.0,8.42,1726.6894,1
2.0,2005,130654,1.0,Mujer,46,Unido,No paga ni le descuentan,Primaria Completa,Inactivo,,Ama de casa,400.0,36.36363636363637,,,0.0,0.0,,46 a 60 años,0.76,8.42,1726.6894,1
3.0,2005,130654,1.0,Mujer,21,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Otros,400.0,36.36363636363637,,,0.0,0.0,,18 a 29 años,0.76,8.42,1726.6894,1
4.0,2005,130654,1.0,Mujer,20,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Otros,400.0,36.36363636363637,,,0.0,0.0,,18 a 29 años,0.76,8.42,1726.6894,1
5.0,2005,130654,1.0,Mujer,17,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Otros,400.0,36.36363636363637,,,0.0,0.0,,17 años,0.77,8.42,1726.6894,1
6.0,2005,130654,1.0,Mujer,15,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Otros,400.0,36.36363636363637,,,0.0,0.0,,15 años,0.77,8.42,1726.6894,1
7.0,2005,130654,1.0,Mujer,3,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,,Menor de 6 años,400.0,36.36363636363637,,,0.0,0.0,,3 años,0.51,8.42,1726.6894,1
8.0,2005,130654,1.0,Mujer,34,Soltero,No paga ni le descuentan,Primaria Completa,Inactivo,,Ama de casa,400.0,36.36363636363637,,,0.0,0.0,,30 a 45 años,0.77,8.42,1726.6894,1
9.0,2005,130654,1.0,Mujer,7,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,400.0,36.36363636363637,,,0.0,0.0,,7 años,0.66,8.42,1726.6894,1
10.0,2005,130654,1.0,Varón,6,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,400.0,36.36363636363637,,,0.0,0.0,,6 años,0.64,8.42,1726.6894,1
11.0,2005,130654,1.0,Varón,18,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Ocupado,Cuenta propia,,400.0,36.36363636363637,,,200.0,200.0,No,18 a 29 años,1.02,8.42,1726.6894,1
1.0,2005,130959,1.0,Varón,39,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,3000.0,428.57142857142856,Sí,...un sólo empleo/ocupación/actividad?,3000.0,3000.0,No,30 a 45 años,1.0,5.29,1084.8202999999999,0
2.0,2005,130959,1.0,Mujer,38,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Ama de casa,3000.0,428.57142857142856,,,0.0,0.0,,30 a 45 años,0.77,5.29,1084.8202999999999,0
3.0,2005,130959,1.0,Mujer,13,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Estudiante,3000.0,428.57142857142856,,,0.0,0.0,,13 años,0.76,5.29,1084.8202999999999,0
4.0,2005,130959,1.0,Varón,12,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,3000.0,428.57142857142856,,,0.0,0.0,,12 años,0.85,5.29,1084.8202999999999,0
5.0,2005,130959,1.0,Varón,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,3000.0,428.57142857142856,,,0.0,0.0,,10 años,0.79,5.29,1084.8202999999999,0
6.0,2005,130959,1.0,Varón,7,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,3000.0,428.57142857142856,,,0.0,0.0,,7 años,0.66,5.29,1084.8202999999999,0
7.0,2005,130959,1.0,Mujer,2,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,3000.0,428.57142857142856,,,0.0,0.0,,2 años,0.46,5.29,1084.8202999999999,0
1.0,2005,131130,1.0,Varón,51,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,1150.0,287.5,Sí,...un sólo empleo/ocupación/actividad?,850.0,600.0,No,46 a 60 años,1.0,3.54,725.9478,0
2.0,2005,131130,1.0,Mujer,49,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Otros,1150.0,287.5,,,0.0,0.0,,46 a 60 años,0.76,3.54,725.9478,0
3.0,2005,131130,1.0,Varón,17,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1150.0,287.5,,,0.0,0.0,,17 años,1.04,3.54,725.9478,0
4.0,2005,131130,1.0,Varón,82,Viudo,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Rentista,1150.0,287.5,,,300.0,0.0,,más de 75 años,0.74,3.54,725.9478,0
1.0,2005,131580,1.0,Varón,49,Casado,No paga ni le descuentan,Primaria Completa,Desocupado,Obrero o empleado,,300.0,75.0,,,0.0,0.0,,46 a 60 años,1.0,3.2800000000000002,672.6296,1
2.0,2005,131580,1.0,Mujer,51,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,Obrero o empleado,,300.0,75.0,No,...un sólo empleo/ocupación/actividad?,300.0,300.0,Sí,46 a 60 años,0.76,3.2800000000000002,672.6296,1
3.0,2005,131580,1.0,Mujer,22,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Inactivo,,Estudiante,300.0,75.0,,,0.0,0.0,,18 a 29 años,0.76,3.2800000000000002,672.6296,1
4.0,2005,131580,1.0,Mujer,18,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Inactivo,,Estudiante,300.0,75.0,,,0.0,0.0,,18 a 29 años,0.76,3.2800000000000002,672.6296,1
1.0,2005,131853,1.0,Mujer,61,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,1100.0,366.6666666666667,,,1100.0,0.0,,61 a 75 años,0.67,2.54,520.8778,0
2.0,2005,131853,1.0,Varón,19,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1100.0,366.6666666666667,,,0.0,0.0,,18 a 29 años,1.02,2.54,520.8778,0
3.0,2005,131853,1.0,Varón,12,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,1100.0,366.6666666666667,,,0.0,0.0,,12 años,0.85,2.54,520.8778,0
1.0,2005,134182,1.0,Varón,48,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,1869.0,311.5,Sí,...un sólo empleo/ocupación/actividad?,1120.0,1020.0,No,46 a 60 años,1.0,5.5,1127.885,0
2.0,2005,134182,1.0,Mujer,48,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Ama de casa,1869.0,311.5,,,0.0,0.0,,46 a 60 años,0.76,5.5,1127.885,0
3.0,2005,134182,1.0,Varón,25,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1869.0,311.5,Sí,...un sólo empleo/ocupación/actividad?,749.0,749.0,No,18 a 29 años,1.02,5.5,1127.885,0
4.0,2005,134182,1.0,Varón,24,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,1869.0,311.5,,,0.0,0.0,,18 a 29 años,1.02,5.5,1127.885,0
5.0,2005,134182,1.0,Varón,14,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,1869.0,311.5,,,0.0,0.0,,14 años,0.96,5.5,1127.885,0
6.0,2005,134182,1.0,Mujer,12,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,1869.0,311.5,,,0.0,0.0,,12 años,0.74,5.5,1127.885,0
1.0,2005,134277,1.0,Mujer,42,Separado o divorciado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,2600.0,650.0,Sí,...un sólo empleo/ocupación/actividad?,1400.0,700.0,No,30 a 45 años,0.77,2.93,600.8551,0
2.0,2005,134277,1.0,Mujer,22,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,2600.0,650.0,Sí,...un sólo empleo/ocupación/actividad?,1200.0,800.0,No,18 a 29 años,0.76,2.93,600.8551,0
3.0,2005,134277,1.0,Varón,16,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,2600.0,650.0,,,0.0,0.0,,16 años,1.03,2.93,600.8551,0
4.0,2005,134277,1.0,Varón,1,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,2600.0,650.0,,,0.0,0.0,,1 años,0.37,2.93,600.8551,0
1.0,2005,135642,1.0,Mujer,44,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,1769.0,1769.0,Sí,...más de un empleo/ocupación/actividad?,1769.0,1200.0,No,30 a 45 años,0.77,0.77,157.9039,0
1.0,2005,135665,1.0,Mujer,53,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Jubilado/pensionado,1995.0,665.0,,,1295.0,0.0,,46 a 60 años,0.76,2.52,516.7764,0
2.0,2005,135665,1.0,Varón,51,Unido,Planes y seguros públicos,Primaria Completa,Ocupado,Cuenta propia,,1995.0,665.0,,...un sólo empleo/ocupación/actividad?,700.0,700.0,No,46 a 60 años,1.0,2.52,516.7764,0
3.0,2005,135665,1.0,Mujer,19,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,1995.0,665.0,,,0.0,0.0,,18 a 29 años,0.76,2.52,516.7764,0
1.0,2005,136781,1.0,Varón,74,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Jubilado/pensionado,1600.0,800.0,,,950.0,0.0,,61 a 75 años,0.83,1.5,307.605,0
2.0,2005,136781,1.0,Mujer,64,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Jubilado/pensionado,1600.0,800.0,,,650.0,0.0,,61 a 75 años,0.67,1.5,307.605,0
1.0,2005,137928,1.0,Mujer,26,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Ama de casa,1100.0,366.6666666666667,,,0.0,0.0,,18 a 29 años,0.76,2.15,440.90049999999997,0
2.0,2005,137928,1.0,Varón,23,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1100.0,366.6666666666667,Sí,...un sólo empleo/ocupación/actividad?,1100.0,1000.0,No,18 a 29 años,1.02,2.15,440.90049999999997,0
3.0,2005,137928,1.0,Varón,1,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,1100.0,366.6666666666667,,,0.0,0.0,,1 años,0.37,2.15,440.90049999999997,0
1.0,2005,137994,1.0,Varón,45,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1000.0,166.66666666666666,Sí,...un sólo empleo/ocupación/actividad?,1000.0,1000.0,No,30 a 45 años,1.0,5.08,1041.7556,1
2.0,2005,137994,1.0,Mujer,41,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Ama de casa,1000.0,166.66666666666666,,,0.0,0.0,,30 a 45 años,0.77,5.08,1041.7556,1
3.0,2005,137994,1.0,Varón,20,Soltero,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Otros,1000.0,166.66666666666666,,,0.0,0.0,,18 a 29 años,1.02,5.08,1041.7556,1
4.0,2005,137994,1.0,Mujer,18,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1000.0,166.66666666666666,,,0.0,0.0,,18 a 29 años,0.76,5.08,1041.7556,1
5.0,2005,137994,1.0,Varón,12,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Estudiante,1000.0,166.66666666666666,,,0.0,0.0,,12 años,0.85,5.08,1041.7556,1
6.0,2005,137994,1.0,Mujer,8,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,1000.0,166.66666666666666,,,0.0,0.0,,8 años,0.68,5.08,1041.7556,1
1.0,2005,138210,1.0,Mujer,21,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,2300.0,575.0,,,0.0,0.0,,18 a 29 años,0.76,2.75,563.9425,0
2.0,2005,138210,1.0,Varón,23,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,2300.0,575.0,Sí,...un sólo empleo/ocupación/actividad?,2300.0,2300.0,No,18 a 29 años,1.02,2.75,563.9425,0
3.0,2005,138210,1.0,Mujer,3,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,2300.0,575.0,,,0.0,0.0,,3 años,0.51,2.75,563.9425,0
4.0,2005,138210,1.0,Mujer,2,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,2300.0,575.0,,,0.0,0.0,,2 años,0.46,2.75,563.9425,0
1.0,2005,138703,1.0,Varón,44,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,2200.0,2200.0,Sí,,2200.0,2000.0,No,30 a 45 años,1.0,1.0,205.07,0
1.0,2005,140922,1.0,Varón,29,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,1600.0,533.3333333333334,Sí,...un sólo empleo/ocupación/actividad?,1400.0,1000.0,Sí,18 a 29 años,1.02,2.46,504.4722,0
2.0,2005,140922,1.0,Mujer,28,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Desocupado,Obrero o empleado,,1600.0,533.3333333333334,,,200.0,0.0,,18 a 29 años,0.76,2.46,504.4722,0
3.0,2005,140922,1.0,Varón,8,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,1600.0,533.3333333333334,,,0.0,0.0,,8 años,0.68,2.46,504.4722,0
1.0,2005,142973,1.0,Varón,29,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,1350.0,450.0,Sí,...un sólo empleo/ocupación/actividad?,1350.0,1350.0,No,18 a 29 años,1.02,2.15,440.90049999999997,0
2.0,2005,142973,1.0,Mujer,25,Casado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,1350.0,450.0,,,0.0,0.0,,18 a 29 años,0.76,2.15,440.90049999999997,0
3.0,2005,142973,1.0,Varón,1,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,1350.0,450.0,,,0.0,0.0,,1 años,0.37,2.15,440.90049999999997,0
1.0,2005,143731,1.0,Varón,42,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,5450.0,1362.5,Sí,...un sólo empleo/ocupación/actividad?,1450.0,1000.0,No,30 a 45 años,1.0,3.45,707.4915,0
2.0,2005,143731,1.0,Mujer,41,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Patrón,,5450.0,1362.5,,...un sólo empleo/ocupación/actividad?,4000.0,4000.0,No,30 a 45 años,0.77,3.45,707.4915,0
3.0,2005,143731,1.0,Varón,17,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,5450.0,1362.5,,,0.0,0.0,,17 años,1.04,3.45,707.4915,0
4.0,2005,143731,1.0,Mujer,6,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,5450.0,1362.5,,,0.0,0.0,,6 años,0.64,3.45,707.4915,0
1.0,2005,146926,1.0,Varón,43,Casado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Patrón,,3300.0,660.0,,...un sólo empleo/ocupación/actividad?,1500.0,1500.0,No,30 a 45 años,1.0,4.26,873.5981999999999,0
2.0,2005,146926,1.0,Mujer,40,Casado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,3300.0,660.0,Sí,...un sólo empleo/ocupación/actividad?,1800.0,1350.0,No,30 a 45 años,0.77,4.26,873.5981999999999,0
3.0,2005,146926,1.0,Varón,16,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,3300.0,660.0,,,0.0,0.0,,16 años,1.03,4.26,873.5981999999999,0
4.0,2005,146926,1.0,Mujer,14,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,3300.0,660.0,,,0.0,0.0,,14 años,0.76,4.26,873.5981999999999,0
5.0,2005,146926,1.0,Mujer,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,3300.0,660.0,,,0.0,0.0,,10 años,0.7,4.26,873.5981999999999,0
1.0,2005,147189,1.0,Varón,31,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,Cuenta propia,,400.0,400.0,,...un sólo empleo/ocupación/actividad?,400.0,400.0,No,30 a 45 años,1.0,1.0,205.07,0
1.0,2005,147809,1.0,Varón,43,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,1520.0,217.14285714285714,Sí,...un sólo empleo/ocupación/actividad?,800.0,800.0,No,30 a 45 años,1.0,5.24,1074.5668,0
2.0,2005,147809,1.0,Mujer,39,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Ama de casa,1520.0,217.14285714285714,,,0.0,0.0,,30 a 45 años,0.77,5.24,1074.5668,0
3.0,2005,147809,1.0,Varón,22,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1520.0,217.14285714285714,Sí,...un sólo empleo/ocupación/actividad?,720.0,720.0,No,18 a 29 años,1.02,5.24,1074.5668,0
4.0,2005,147809,1.0,Mujer,19,Soltero,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Otros,1520.0,217.14285714285714,,,0.0,0.0,,18 a 29 años,0.76,5.24,1074.5668,0
5.0,2005,147809,1.0,Mujer,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,1520.0,217.14285714285714,,,0.0,0.0,,10 años,0.7,5.24,1074.5668,0
6.0,2005,147809,1.0,Varón,6,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,1520.0,217.14285714285714,,,0.0,0.0,,6 años,0.64,5.24,1074.5668,0
7.0,2005,147809,1.0,Mujer,0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,1520.0,217.14285714285714,,,0.0,0.0,,0 años,0.35,5.24,1074.5668,0
1.0,2005,147915,1.0,Varón,29,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,4500.0,1125.0,Sí,,4500.0,4500.0,No,18 a 29 años,1.02,3.1100000000000003,637.7677,0
2.0,2005,147915,1.0,Mujer,31,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,4500.0,1125.0,,,0.0,0.0,,30 a 45 años,0.77,3.1100000000000003,637.7677,0
3.0,2005,147915,1.0,Varón,8,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,4500.0,1125.0,,,0.0,0.0,,8 años,0.68,3.1100000000000003,637.7677,0
4.0,2005,147915,1.0,Mujer,6,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,4500.0,1125.0,,,0.0,0.0,,6 años,0.64,3.1100000000000003,637.7677,0
1.0,2005,147918,1.0,Varón,25,Unido,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,930.0,232.5,Sí,...un sólo empleo/ocupación/actividad?,930.0,730.0,No,18 a 29 años,1.02,3.02,619.3113999999999,0
2.0,2005,147918,1.0,Mujer,21,Unido,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,930.0,232.5,,,0.0,0.0,,18 a 29 años,0.76,3.02,619.3113999999999,0
3.0,2005,147918,1.0,Mujer,6,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,930.0,232.5,,,0.0,0.0,,6 años,0.64,3.02,619.3113999999999,0
4.0,2005,147918,1.0,Varón,5,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,930.0,232.5,,,0.0,0.0,,5 años,0.6,3.02,619.3113999999999,0
1.0,2005,148903,1.0,Varón,24,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1850.0,616.6666666666666,Sí,...un sólo empleo/ocupación/actividad?,850.0,850.0,No,18 a 29 años,1.02,2.38,488.06659999999994,0
2.0,2005,148903,1.0,Mujer,27,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1850.0,616.6666666666666,Sí,...un sólo empleo/ocupación/actividad?,1000.0,800.0,No,18 a 29 años,0.76,2.38,488.06659999999994,0
3.0,2005,148903,1.0,Varón,5,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,1850.0,616.6666666666666,,,0.0,0.0,,5 años,0.6,2.38,488.06659999999994,0
1.0,2005,150187,1.0,Mujer,62,Viudo,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,1750.0,875.0,Sí,,450.0,150.0,No,61 a 75 años,0.67,1.44,295.3008,0
2.0,2005,150187,1.0,Mujer,40,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1750.0,875.0,Sí,...un sólo empleo/ocupación/actividad?,1300.0,1200.0,No,30 a 45 años,0.77,1.44,295.3008,0
1.0,2005,150424,1.0,Varón,43,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,3350.0,1116.6666666666667,Sí,...un sólo empleo/ocupación/actividad?,2000.0,2000.0,No,30 a 45 años,1.0,2.2800000000000002,467.55960000000005,0
2.0,2005,150424,1.0,Mujer,41,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,3350.0,1116.6666666666667,Sí,...un sólo empleo/ocupación/actividad?,1350.0,800.0,No,30 a 45 años,0.77,2.2800000000000002,467.55960000000005,0
3.0,2005,150424,1.0,Mujer,3,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,3350.0,1116.6666666666667,,,0.0,0.0,,3 años,0.51,2.2800000000000002,467.55960000000005,0
1.0,2005,151537,1.0,Varón,44,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,3150.0,1050.0,Sí,...un sólo empleo/ocupación/actividad?,1500.0,1200.0,No,30 a 45 años,1.0,2.39,490.1173,0
2.0,2005,151537,1.0,Mujer,54,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,3150.0,1050.0,Sí,...un sólo empleo/ocupación/actividad?,1000.0,700.0,No,46 a 60 años,0.76,2.39,490.1173,0
3.0,2005,151537,1.0,Mujer,76,Viudo,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Jubilado/pensionado,3150.0,1050.0,,,650.0,0.0,,más de 75 años,0.63,2.39,490.1173,0
1.0,2005,151569,1.0,Varón,75,Unido,Planes y seguros públicos,Sin instrucción,Ocupado,Obrero o empleado,,360.0,45.0,No,...un sólo empleo/ocupación/actividad?,360.0,360.0,No,61 a 75 años,0.83,5.46,1119.6822,1
2.0,2005,151569,1.0,Mujer,63,Unido,Planes y seguros públicos,Primaria Incompleta (incluye educación especial),Inactivo,,Ama de casa,360.0,45.0,,,0.0,0.0,,61 a 75 años,0.67,5.46,1119.6822,1
3.0,2005,151569,1.0,Mujer,27,Soltero,Planes y seguros públicos,Primaria Incompleta (incluye educación especial),Inactivo,,Ama de casa,360.0,45.0,,,0.0,0.0,,18 a 29 años,0.76,5.46,1119.6822,1
4.0,2005,151569,1.0,Varón,17,Soltero,Planes y seguros públicos,Secundaria Incompleta,Inactivo,,Otros,360.0,45.0,,,0.0,0.0,,17 años,1.04,5.46,1119.6822,1
5.0,2005,151569,1.0,Varón,6,Soltero,Planes y seguros públicos,Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,360.0,45.0,,,0.0,0.0,,6 años,0.64,5.46,1119.6822,1
6.0,2005,151569,1.0,Mujer,6,Soltero,Planes y seguros públicos,Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,360.0,45.0,,,0.0,0.0,,6 años,0.64,5.46,1119.6822,1
7.0,2005,151569,1.0,Mujer,3,Soltero,Planes y seguros públicos,Sin instrucción,Menor de 10 años,,Menor de 6 años,360.0,45.0,,,0.0,0.0,,3 años,0.51,5.46,1119.6822,1
8.0,2005,151569,1.0,Varón,1,Soltero,Planes y seguros públicos,Sin instrucción,Menor de 10 años,,Menor de 6 años,360.0,45.0,,,0.0,0.0,,1 años,0.37,5.46,1119.6822,1
1.0,2005,152556,1.0,Mujer,45,Soltero,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,979.0,326.3333333333333,Sí,...un sólo empleo/ocupación/actividad?,979.0,529.0,No,30 a 45 años,0.77,2.43,498.3201,0
2.0,2005,152556,1.0,Varón,15,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,979.0,326.3333333333333,,,0.0,0.0,,15 años,1.0,2.43,498.3201,0
