ano4,codusu,nro_hogar,componente,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_ocup,cat_inac,itf,ipcf,pp07h,pp03c,p47t,p21,pp03g
2025.0,TQRMNOUWRHLOKUCDEHGHJ00853673,1.0,2.0,Mujer,33,Unido,Planes y seguros públicos,Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,110000.0,0.0,
2025.0,TQRMNOUWRHLOKUCDEHGHJ00853673,1.0,3.0,Mujer,7,Soltero,Planes y seguros públicos,Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOTTQHMOKRCDEGNFJ00878595,1.0,1.0,Varón,30,Unido,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1600000.0,1100000.0,No
2025.0,TQRMNOPXQHLMLPCDEGNFJ00853338,1.0,2.0,Varón,28,Unido,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,2600000.0,2600000.0,No
2025.0,TQRMNOPXQHLMLPCDEGNFJ00853338,1.0,1.0,Mujer,65,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,0.0,0.0,,,800000.0,0.0,
2025.0,TQRMNORUTHMKKUCDEOJAH00878803,1.0,1.0,Mujer,36,Unido,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1300000.0,1300000.0,No
2025.0,TQRMNORUTHMKKUCDEOJAH00878803,1.0,3.0,Mujer,11,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORUTHMKKUCDEOJAH00878803,1.0,4.0,Mujer,8,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORTUHKOKSCDEOJAH00857483,1.0,2.0,Mujer,46,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,90000.0,0.0,
2025.0,TQRMNORTUHKOKSCDEOJAH00857483,1.0,3.0,Mujer,19,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORTUHKOKSCDEOJAH00857483,1.0,4.0,Mujer,17,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORTUHKOKSCDEOJAH00857483,1.0,5.0,Mujer,2,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPXSHJMKPCDEOJAH00874672,1.0,2.0,Varón,22,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPXVHLMKNCDEOJAH00856281,1.0,2.0,Varón,62,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,2700000.0,1800000.0,No
2025.0,TQRMNOQQQHJLKOCDEOJAH00874635,1.0,3.0,Mujer,28,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQQQHJLKOCDEOJAH00874635,1.0,4.0,Mujer,23,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORUWHMNKQCDEOJAH00878768,1.0,4.0,Varón,6,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORUWHMNKQCDEOJAH00878768,1.0,1.0,Mujer,32,Unido,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORUWHMNKQCDEOJAH00878768,1.0,3.0,Varón,9,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQSRHJMKRCDEHGHJ00875513,1.0,1.0,Varón,43,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1100000.0,1100000.0,No
2025.0,TQRMNOQPXHLKKPCDEHGHJ00853636,1.0,3.0,Varón,17,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQVVHJOLQCDEFPCH00873116,1.0,1.0,Varón,40,Separado o divorciado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQVVHJOLQCDEFPCH00873116,1.0,2.0,Varón,23,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQPQHKOLLCDEHGHJ00859165,2.0,2.0,Mujer,22,Soltero,Planes y seguros públicos,Secundaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,No,...un sólo empleo/ocupación/actividad?,350000.0,350000.0,No
2025.0,TQRMNOTPTHJOKTCDEHGHJ00873626,1.0,1.0,Mujer,59,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Inactivo,,Jubilado/pensionado,0.0,0.0,,,1000000.0,0.0,
2025.0,TQRMNOTURHJOKTCDEHGHJ00873009,1.0,2.0,Mujer,32,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOTURHJOKTCDEHGHJ00873009,1.0,3.0,Mujer,14,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOTURHJOKTCDEHGHJ00873009,1.0,4.0,Mujer,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOTURHJOKTCDEHGHJ00873009,1.0,5.0,Mujer,8,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOTURHJOKTCDEHGHJ00873009,1.0,6.0,Mujer,4,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPUTHJMKUCDEHGHJ00872852,1.0,1.0,Varón,60,Soltero,No paga ni le descuentan,Primaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPSTHLNKMCDEGNFJ00853354,1.0,1.0,Mujer,70,Viudo,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,310000.0,0.0,
2025.0,TQRMNOPWSHKOKQCDEGNFJ00857217,1.0,1.0,Mujer,52,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,,1200000.0,800000.0,No
2025.0,TQRMNOSXYHKLLMCDEHGHJ00857553,1.0,3.0,Varón,15,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQPQHKOLLCDEHGHJ00859165,2.0,3.0,Mujer,23,Soltero,,Secundaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,No,...un sólo empleo/ocupación/actividad?,350000.0,350000.0,No
2025.0,TQRMNOPSSHLNKMCDEGNFJ00860681,1.0,2.0,Mujer,47,Separado o divorciado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1000000.0,1000000.0,Sí
2025.0,TQRMNOPSSHLNKMCDEGNFJ00860681,1.0,3.0,Varón,24,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1800000.0,1200000.0,No
2025.0,TQRMNORQWHLOKSCDEHGHJ00873005,1.0,2.0,Varón,5,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORWSHMOKSCDEGNFJ00878567,1.0,1.0,Varón,36,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1800000.0,1800000.0,No
2025.0,TQRMNORWSHMOKSCDEGNFJ00878567,1.0,2.0,Mujer,31,Unido,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Ama de casa,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORYXHJOKRCDEGNFJ00873173,1.0,3.0,Mujer,37,Separado o divorciado,No paga ni le descuentan,Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORYXHJOKRCDEGNFJ00873173,1.0,4.0,Mujer,14,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORYXHJOKRCDEGNFJ00873173,1.0,5.0,Mujer,10,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORYXHJOKRCDEGNFJ00873173,1.0,6.0,Varón,4,Soltero,No paga ni le descuentan,Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPUUHLOKTCDEGNFJ00853282,1.0,1.0,Mujer,32,Soltero,No paga ni le descuentan,Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPUUHLOKTCDEGNFJ00853282,1.0,3.0,Varón,6,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORWSHMOKSCDEGNFJ00878567,1.0,3.0,Varón,5,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORWSHMOKSCDEGNFJ00878567,1.0,4.0,Mujer,3,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORWSHMOKSCDEGNFJ00878567,1.0,6.0,Mujer,15,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORWSHMOKSCDEGNFJ00878567,1.0,7.0,Mujer,21,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOSPTHJOKRCDEGNFJ00873174,1.0,1.0,Mujer,76,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,300000.0,0.0,
2025.0,TQRMNOSPTHJOKRCDEGNFJ00873174,1.0,2.0,Varón,52,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,800000.0,800000.0,No
2025.0,TQRMNOPYVHJMKQCDEFPCH00877332,1.0,3.0,Varón,9,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPYVHJMKQCDEFPCH00877332,1.0,4.0,Varón,3,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPUUHLOKTCDEGNFJ00853282,1.0,4.0,Mujer,4,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPWSHLLKUCDEOJAH00856286,1.0,3.0,Mujer,4,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQPRHJOKMCDEOJAH00874262,1.0,2.0,Varón,20,Soltero,No paga ni le descuentan,Secundaria Completa,Inactivo,,Otros,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQPRHJOKMCDEOJAH00874262,1.0,3.0,Mujer,18,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPTWHKMLNCDEHGHJ00857267,1.0,5.0,Mujer,8,Soltero,Planes y seguros públicos,Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQUXHKMKPCDEHGHJ00863999,1.0,2.0,Varón,26,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1500000.0,1500000.0,No
2025.0,TQRMNOQUXHKMKPCDEHGHJ00863999,1.0,3.0,Varón,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQWWHMMKNCDEOJAH00879247,1.0,3.0,Mujer,37,Soltero,No paga ni le descuentan,Superior Universitaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,No,...un sólo empleo/ocupación/actividad?,200000.0,200000.0,No
2025.0,TQRMNORXRHMMLOCDEGNFJ00879204,1.0,1.0,Varón,44,Separado o divorciado,Obra social (incluye PAMI),Primaria Completa,Desocupado,Obrero o empleado,,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQTYHJMKTCDEFPCH00873067,1.0,1.0,Varón,30,Unido,No paga ni le descuentan,Superior Universitaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,No,...un sólo empleo/ocupación/actividad?,700000.0,700000.0,No
2025.0,TQRMNOQTVHKOKOCDEFPCH00859409,1.0,2.0,Mujer,29,Unido,No paga ni le descuentan,Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,49300.0,0.0,
2025.0,TQRMNOQTVHKOKOCDEFPCH00859409,1.0,3.0,Mujer,6,Soltero,No paga ni le descuentan,Sin instrucción,,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOSRQHJMLQCDEGNFJ00875374,1.0,3.0,Mujer,23,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOSRQHJMLQCDEGNFJ00875374,1.0,5.0,Varón,20,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOSRQHJMLQCDEGNFJ00875374,1.0,1.0,Varón,46,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Cuenta propia,,0.0,0.0,,...un sólo empleo/ocupación/actividad?,1000000.0,1000000.0,No
2025.0,TQRMNOSUSHMMLNCDEOJAH00879008,1.0,2.0,Mujer,6,Soltero,No paga ni le descuentan,Sin instrucción,,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQXQHKKKUCDEFPCH00859412,1.0,2.0,Mujer,47,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,,300000.0,300000.0,No
2025.0,TQRMNOSRQHJMLQCDEGNFJ00875374,1.0,2.0,Varón,47,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,4200000.0,2800000.0,No
2025.0,TQRMNOTPPHMOKTCDEGNFJ00879090,1.0,2.0,Mujer,33,Unido,No paga ni le descuentan,Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,160000.0,0.0,
2025.0,TQRMNOTUTHMMLNCDEFPCH00879142,1.0,2.0,Mujer,28,Casado,No paga ni le descuentan,Secundaria Completa,,,,0.0,0.0,,,,0.0,
2025.0,TQRMNOPRXHKOLLCDEHGHJ00859659,1.0,1.0,Mujer,60,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Inactivo,,Jubilado/pensionado,0.0,0.0,,,700000.0,0.0,
2025.0,TQRMNOPUWHMNLLCDEHGHJ00879229,1.0,3.0,Varón,16,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,28000.0,0.0,
2025.0,TQRMNOQRQHJNKSCDEOJAH00874646,1.0,2.0,Varón,15,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQRQHJNKSCDEOJAH00874646,1.0,3.0,Varón,16,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQRQHJNKSCDEOJAH00874646,1.0,4.0,Mujer,18,Soltero,No paga ni le descuentan,Secundaria Completa,Inactivo,,Otros,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQRQHJNKSCDEOJAH00874646,1.0,5.0,Varón,4,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQRQHJNKSCDEOJAH00874646,1.0,6.0,Varón,20,Soltero,No paga ni le descuentan,Secundaria Completa,Inactivo,,Otros,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORYPHJMKSCDEGNFJ00873566,1.0,3.0,Varón,11,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORYPHJMKSCDEGNFJ00873566,1.0,4.0,Mujer,8,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORVSHKOKQCDEGNFJ00861595,1.0,1.0,Varón,50,Separado o divorciado,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,500000.0,500000.0,No
2025.0,TQRMNOQQTHLNLNCDEOJAH00856276,1.0,1.0,Mujer,41,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,No,...un sólo empleo/ocupación/actividad?,300000.0,300000.0,No
2025.0,TQRMNOQQTHLNLNCDEOJAH00856276,1.0,3.0,Varón,18,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQQTHLNLNCDEOJAH00856276,1.0,4.0,Mujer,12,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORXSHMMLOCDEGNFJ00878932,1.0,1.0,Varón,57,Separado o divorciado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,0.0,0.0,,,2000000.0,0.0,
2025.0,TQRMNORVSHKOKQCDEGNFJ00861595,1.0,3.0,Mujer,11,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORVSHKOKQCDEGNFJ00861595,1.0,4.0,Mujer,10,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORYSHKLKMCDEHGHJ00857594,1.0,2.0,Mujer,47,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1800000.0,1200000.0,No
2025.0,TQRMNORYSHKLKMCDEHGHJ00857594,1.0,3.0,Mujer,16,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORYSHKLKMCDEHGHJ00857594,1.0,4.0,Varón,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOSVYHKMKOCDEIHJF00861607,1.0,3.0,Varón,2,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPTWHKMLNCDEHGHJ00857267,1.0,2.0,Varón,29,Soltero,Planes y seguros públicos,Secundaria Incompleta,Desocupado,,,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPTWHKMLNCDEHGHJ00857267,1.0,3.0,Mujer,32,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,0.0,0.0,No,...un sólo empleo/ocupación/actividad?,300000.0,300000.0,No
2025.0,TQRMNOPTWHKMLNCDEHGHJ00857267,1.0,4.0,Mujer,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORSTHMMKTCDEFPCH00879438,1.0,1.0,Varón,30,Unido,No paga ni le descuentan,Secundaria Completa,Ocupado,Cuenta propia,,0.0,0.0,,...un sólo empleo/ocupación/actividad?,1000000.0,1000000.0,No
2025.0,TQRMNORSTHMMKTCDEFPCH00879438,1.0,4.0,Varón,17,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORSTHMMKTCDEFPCH00879438,1.0,5.0,Mujer,25,Unido,No paga ni le descuentan,Superior Universitaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,150000.0,0.0,
2025.0,TQRMNORSTHMMKTCDEFPCH00879438,1.0,6.0,Varón,9,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORSTHMMKTCDEFPCH00879438,1.0,7.0,Mujer,10,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORSTHMMKTCDEFPCH00879438,1.0,8.0,Varón,3,Soltero,No paga ni le descuentan,Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORSTHMMKTCDEFPCH00879438,1.0,9.0,Varón,1,Soltero,No paga ni le descuentan,Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOURYHMMKQCDEIHJF00879369,1.0,3.0,Mujer,17,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPSSHLMKUCDEIHJF00854718,2.0,3.0,Mujer,17,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPSSHLMKUCDEIHJF00854718,2.0,4.0,Varón,27,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Cuenta propia,,0.0,0.0,,...un sólo empleo/ocupación/actividad?,2000000.0,2000000.0,No
2025.0,TQRMNOPWTHKNKNCDEOHCH00859039,1.0,1.0,Mujer,71,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,0.0,0.0,,,350000.0,0.0,
2025.0,TQRMNOUXXHLKKNCDEGNFJ00853309,1.0,2.0,Varón,49,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,6000000.0,4000000.0,No
2025.0,TQRMNOPTXHMKKRCDEFPCH00879295,1.0,2.0,Mujer,45,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPTXHMKKRCDEFPCH00879295,1.0,3.0,Varón,18,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPTXHMKKRCDEFPCH00879295,1.0,4.0,Mujer,16,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPTXHMKKRCDEFPCH00879295,1.0,5.0,Varón,14,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOUXXHLKKNCDEGNFJ00853309,1.0,3.0,Mujer,8,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQVTHKLKRCDEIHJF00860227,1.0,1.0,Varón,28,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Cuenta propia,,0.0,0.0,,...un sólo empleo/ocupación/actividad?,1000000.0,1000000.0,No
2025.0,TQRMNOQVTHKLKRCDEIHJF00860227,1.0,3.0,Mujer,7,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQVTHKLKRCDEIHJF00860227,1.0,4.0,Varón,2,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPPVHKOKNCDEGNFJ00861265,1.0,1.0,Mujer,51,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Ama de casa,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORXUHMMKUCDEHGHJ00879477,1.0,3.0,Varón,16,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORXSHMMKUCDEHGHJ00879699,1.0,1.0,Mujer,62,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Jubilado/pensionado,0.0,0.0,,,1400000.0,0.0,
2025.0,TQRMNOTUQHMMKQCDEHGHJ00879696,1.0,3.0,Mujer,13,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQPTHJLKNCDEIHJF00879376,1.0,1.0,Mujer,70,Viudo,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,0.0,0.0,,,2300000.0,0.0,
2025.0,TQRMNOVXSHJOLLCDEHGHJ00874472,1.0,2.0,Varón,15,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPTUHKMLNCDEHGHJ00860334,1.0,2.0,Mujer,57,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORVPHMNLLCDEHGHJ00879700,1.0,1.0,Mujer,50,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,600000.0,600000.0,No
